project_code,project_name,sector,state,agency,approval_date,original_cost,revised_cost,anticipated_cost,expenditure,original_doc,revised_doc,anticipated_doc,physical_progress_pct,schedule_status,report_month
N18000344,SUNNI DAM HYDRO ELECTRIC PROJECT,POWER,Himachal Pradesh,N.A.) (N.A.,2023-01,2614.51,,3605.3,928.75,2028-04,,2028-12,28.25,ongoing_census,2025-03
N22000273,BHANUPALI-BILASPUR BERI NL (RVNL),RAILWAYS,Himachal Pradesh,N.A.) (N.A.,2008-04,2966.99,,6753.42,5369.57,,,2025-03,0.0,ongoing_census,2025-03
N24000232,FOUR LANING OF KIRATPUR NEAR CHOUK SECTION (73.20 KM TO186.50 KM),ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2013-11,1916.79,,1916.79,1660.92,2016-11,,,0.0,ongoing_census,2025-03
N24000606,TWO LANNING WITH FORMATION OF FOUR LANE OF PROPOSED SHIMLA BYPASS,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,,1583.18,,1583.18,,2020-09,,,0.0,ongoing_census,2025-03
N24000613,FOUR LANNING OF NERCHOWK- PANDOH BYPASS SECTION OF NH- 21(PACKAGE-I KM 190.000 TO KM 221.305) UNDER NH,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2016-09,1273.71,,1478.61,1439.49,2020-07,,2025-03,96.31,ongoing_census,2025-03
N24000852,"FOUR LANING OF SOLAN- KAITHLIGHAT SECTION OF NH-22 (NOW NH-5) FROM KM 106.139 TO KM 129.050, ON EPC M",ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2018-03,478.74,,1514.46,1349.59,2021-05,2024-12,2024-12,83.0,ongoing_census,2025-03
N24001381,REHABILITATION AND UPGRADATION TO 2-LANE/2-LANE WITH PAVED SHOULDERS/4-LANE CONFIGURATION OF PAONTA,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,MoRTH,2020-08,272.98,,272.98,140.69,2021-04,,2021-04,100.0,ongoing_census,2025-03
N24001382,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF HEWNA-ASHYARI SECTION (KM 25.000 TO KM 50.,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,MoRTH,2020-08,242.8,,242.8,96.76,2021-03,,2024-07,87.0,ongoing_census,2025-03
N24001383,REHABILITATION AND UPGRADATION TO INTERMEDIATE LANE CONFIGURATION OF SHRI KYARI- GUMMA SECTION (KM 75,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,MoRTH,2020-08,349.2,,349.2,239.34,2021-04,,2021-04,100.0,ongoing_census,2025-03
N24001422,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF ASHYARI-SHRI KYARI SECTION (KM 50.000 TO K,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,MoRTH,2021-02,345.89,,345.89,152.01,2021-09,,2024-07,84.0,ongoing_census,2025-03
N24001447,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF HAMIRPUR-KARNOHAL SECTION (KM 141.000 TO K,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,MoRTH,2020-08,371.93,,371.93,205.67,2024-12,,2024-12,0.0,ongoing_census,2025-03
N24001470,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF KALWAHAN-MANDI SECTION (KM 208.950 TO KM 2,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,MoRTH,2020-08,314.32,,314.32,93.7,2025-04,,2025-04,0.0,ongoing_census,2025-03
N24001808,REHABILITATION AND UPGRADING FROM 2 L TO 4 L FROM BHANGBAR(NEAR RANITAL) TO KANGRA BYPASS SECTION OF,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2021-03,1322.95,1442.47,1442.47,886.89,2024-12,2024-12,2024-12,96.61,ongoing_census,2025-03
N24001809,CONVERSION OF PARTIALLY EXCAVATED ESCAPE TUNNEL TO UNIDIRECTIONAL TWO LANE TUNNEL (INCLUDING CONSTRU,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2022-05,469.95,,280.0,302.91,2024-03,2024-12,2024-12,97.16,ongoing_census,2025-03
N24001810,4L SUNDER NAGAR BYPASS FROM KM173.900 TO KM 179.600 OF NH-21 IN THE STATE OF HP,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,N.A.) (N.A.,2022-02,190.6,,163.0,103.48,2024-06,,2024-06,100.0,ongoing_census,2025-03
N24001811,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH-20 (NEW NH- 154) (PACKAGE-IB),ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,,583.93,770.0,770.0,171.66,2024-06,,2025-05,98.6,ongoing_census,2025-03
N24001812,4L OF HP/PUNJAB BO4L OF HP/PUNJAB BORDER - MO FROM KM. 11.00 TO KM. 42.00 OF OLD NH-20,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,N.A.,2021-03,1002.11,1361.79,1361.76,189.82,2024-05,,2025-12,45.29,ongoing_census,2025-03
N24001813,4L OF END OF PINJORE BYPASS - BADDI - NALAGARH SECTION (KM. 4.200 TO KM. 35.370) OF NH21A,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,,1692.05,,1692.05,942.14,2024-09,,2024-09,21.6,ongoing_census,2025-03
N24001915,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS-5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,BRO,,230.54,,230.54,20.16,2026-06,,2026-06,20.16,ongoing_census,2025-03
N24001916,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS 5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,BRO,,314.67,,314.67,76.05,2026-05,,2026-05,44.0,ongoing_census,2025-03
N24002049,PKG NAME: 4L OF KATHLIGHAT TO SHAKRAL VILLAGE FROM KM 128.835 TO KM 146.300 OF NH- 5 (SHIMLA BYPASS,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,,1703.48,2278.0,2278.0,651.98,2026-04,,2026-04,14.5,ongoing_census,2025-03
N24002050,REHABILITATION AND UPGRADATION TO 4L CONFIGURATION and STRENGTHENING OF SIHUNI TO RAJOL FROM KM 51.0,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2022-02,696.65,698.46,698.46,367.51,2025-09,,2025-09,55.2,ongoing_census,2025-03
N24002051,CONSTRUCTION OF NEW 2 LANE WITH PAVED SHOULDER OF HAMIRPUR BYPASS (PACKAGE IVA) OF NH-88 (NEW NH-103,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2022-07,739.39,,739.39,328.43,2025-10,,2025-10,74.14,ongoing_census,2025-03
N24002052,REHABILITATION AND UP-GRADATION OF EXISTING ROAD TO 2L PS FROM END OF HAMIRPUR BYPASS (NEAR CHILBAHA,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2022-02,1146.19,,1146.19,918.33,2025-04,,2025-04,62.15,ongoing_census,2025-03
N24002192,REHABILITATION AND UP-GRADATION TO 4L CONFIGURATION AND STRENGTHENING OF THANPURI TO PAROR SECTION F,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,NHAI,2022-06,815.69,815.69,815.69,368.97,2025-12,,2025-12,25.86,ongoing_census,2025-03
N28000154,CONSTRUCTION OF PERMANENT CAMPUS OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND JADRANGAL (D,URBAN DEVELOPMENT,Himachal Pradesh,CPWD,2022-04,512.34,,512.34,,2024-11,,2024-11,0.0,ongoing_census,2025-03
N04000107,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,CIVIL AVIATION,Jammu And Kashmir,AAI,2022-07,861.37,,861.37,132.41,2026-06,,2026-06,27.0,ongoing_census,2025-03
N28000130,CONSTRUCTION OF PERMANENT CAMPUS OF IIM JAMMU (PHASE 1),DEPARTMENT OF HIGHER EDUCATION,Jammu And Kashmir,CPWD EDUCATION,2019-03,424.93,,500.91,473.74,2022-07,2025-01,2025-01,96.0,ongoing_census,2025-03
N28000131,CONSTRUCTION OF PERMANENT CAMPUS IIT JAMMU (PHASE 1C),DEPARTMENT OF HIGHER EDUCATION,Jammu And Kashmir,CPWD EDUCATION,2018-01,676.0,1144.68,1144.68,64.75,2023-04,2025-04,2025-04,100.0,ongoing_census,2025-03
N21000029,"CONSTRUCTION OF AIIMS AT JAMMU VIJAYPUR, SAMBA JAMMU AND KASHMIR",HEALTH AND FAMILY WELFARE,Jammu And Kashmir,CPWD FOR HEALTH,2019-03,1404.0,1642.0,1642.0,1461.68,2023-09,2025-04,2025-04,99.9,ongoing_census,2025-03
N28000150,C/O AIIMS AT AWANTIPORA (KASHMIR) JAMMU AND KASHMIR,HEALTH AND FAMILY WELFARE,Jammu And Kashmir,CPWD FOR HEALTH,2019-03,1828.0,1577.0,1577.0,1276.63,2025-09,2025-01,2025-11,63.5,ongoing_census,2025-03
N16000500,SETTING UP A COMMON USER PETROLEUM TERMINAL AT JAMMU FOR RE-SITEMENT OF EXISTING DEPOTS OF PSU OMCS,PETROLEUM,Jammu And Kashmir,BPCL,2021-04,676.89,,676.89,467.15,2025-03,,2025-03,71.0,ongoing_census,2025-03
N16000527,CGD PROJECT AT JAMMU DISTRICTS,PETROLEUM,Jammu And Kashmir,IOCL,2022-03,538.0,,538.0,3.87,,2034-09,2034-09,0.6,ongoing_census,2025-03
N18000172,PAKAL DUL HYDRO ELECTRIC PROJECT (1000 MW),POWER,Jammu And Kashmir,CVPPPL,2014-10,8112.12,,12727.76,6081.91,2020-04,2025-07,2026-09,67.4,ongoing_census,2025-03
N18000278,KIRU HYDRO ELECTRIC PROJECT,POWER,Jammu And Kashmir,N.A.) (N.A.,2019-03,4287.59,,5409.0,2435.44,,,2026-09,57.46,ongoing_census,2025-03
N18000324,RATLE HE PROJECT (NHPC),POWER,Jammu And Kashmir,N.A.) (N.A.,2021-02,5281.94,,5281.94,915.5,,,2028-11,21.29,ongoing_census,2025-03
N18000363,KWAR HE PROJECT (CVPPPL),POWER,Jammu And Kashmir,N.A.) (N.A.,2022-05,4526.12,,4526.12,982.65,,,2027-12,19.75,ongoing_census,2025-03
220100133,"UDHAMPUR-SRINAGAR-BARAMULLA (NL),NR",RAILWAYS,Jammu And Kashmir,NR,1995-03,2500.0,37012.26,43780.0,42312.02,2002-11,2024-12,2024-12,100.0,ongoing_census,2025-03
N24000471,FOUR LANING OF RAMBAN - BANIHAL SECTION OF NH-1A,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2015-12,2168.66,,2168.66,,2019-06,,,0.0,ongoing_census,2025-03
N24000488,FOUR LANING OF UDHAMBUR - RAMBAN SECTION OF NH-1A,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,,2136.97,2644.0,2644.0,2386.23,2018-12,2025-04,2025-04,99.5,ongoing_census,2025-03
N24000717,CONSTRUCTION OF STAND ALONE RING ROAD/ BYPASS AROUND JAMMU CITY IN THE STATE OF J AND K ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2017-12,1471.75,1471.75,1903.98,1662.19,2021-07,2025-03,2025-03,98.44,ongoing_census,2025-03
N24000868,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF JAMMU- AKHNOOR ROAD SECTION OF NH- 144A FROM GANESH VIHA,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2018-03,253.44,,253.44,187.74,2021-07,2023-08,2025-10,81.56,ongoing_census,2025-03
N24001256,CONSTRUCTION OF (I) CONNECTING ROAD FROM Z-MORH TUNNEL TO ZOJILA TUNNEL AND (II) 14.150 KM LONG BI-D,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2020-08,6808.69,,6808.69,3013.84,2026-09,,2026-09,49.92,ongoing_census,2025-03
N24001264,UP-GRADATION TO 2-LANE WITH PAVED SHOULDER FROM KM 12.850 TO KM20.300 OF 7.450KM LENGTH ON GOHA-KHEL,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2020-07,228.39,,228.39,67.6,2022-04,2024-10,2026-10,87.38,ongoing_census,2025-03
N24001266,UP-GRADATION TO 2-LANE WITH PAVED SHOULDER FROM KM 20.300 TO KM 29.030 OF 8.730 KM LENGTH ON GOHA-K,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2020-07,210.79,,210.79,71.0,2022-04,2023-11,2025-05,89.92,ongoing_census,2025-03
N24001323,KHELLANI-KHANABAL PKG-1 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,,2021-03,486.45,,486.45,126.73,,2024-10,2024-10,96.58,ongoing_census,2025-03
N24001341,KHELLANI-KHANABAL PKG-3 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,,2021-03,398.51,,398.51,80.64,,2024-10,2025-04,95.38,ongoing_census,2025-03
N24001342,DONIPAWA TO ASHAJIPORA BYPASS PKG-7,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2021-03,260.4,,260.4,191.88,2022-12,,2024-07,100.0,ongoing_census,2025-03
N24001394,KHELLANI-KHANABAL PKG-2 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,,2021-07,512.43,,512.43,71.65,,2025-06,2026-06,50.91,ongoing_census,2025-03
N24001395,KHELLANI-KHANABAL PKG-4 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,N.A.,2021-07,859.67,,859.67,190.91,,2025-12,2026-06,44.02,ongoing_census,2025-03
N24001396,KHELLANI-KHANABAL PKG-5,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2021-07,497.09,,497.09,172.85,,2025-03,2025-06,86.05,ongoing_census,2025-03
N24001397,GOHA-KHELLANI PKG-3 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,,2021-02,431.28,,431.28,365.12,,2024-10,2025-03,99.84,ongoing_census,2025-03
N24001472,BALANCE WORKS OF FOUR LANING FROM RAMBAN KM 151.00 TO BANIHAL KM 187.00 OF NH-1A (NOW NH-44) WITH VA,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-09,811.19,,811.19,848.57,2023-12,2024-06,2024-06,99.0,ongoing_census,2025-03
N24001511,CONSTRUCTION OF FOUR LANE RINGROAD BYPASS SRINAGAR CITY,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-03,2919.96,,2919.96,2281.47,2024-02,2025-04,2025-10,66.5,ongoing_census,2025-03
N24001543,FOUR LANING OF JAMMU-AKHNOOR PKG-1,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,2022-07,245.34,,245.34,57.03,2025-01,,2025-10,38.47,ongoing_census,2025-03
N24001550,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XVI) EXISTING JAKH (VIJAYPUR)- KUNJWANI SECTION OF NH-4,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-09,1821.72,1917.32,1917.32,910.08,2024-09,2025-09,2025-09,78.6,ongoing_census,2025-03
N24001551,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XIV) FROM JUNCTION WITH PATHANKOT- GURDASPUR ROAD (NH-5,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-10,3044.02,3044.02,3044.02,1483.2,2024-09,2025-07,2025-07,64.04,ongoing_census,2025-03
N24001552,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XV) [JUNCTION WITH HIRANAGAR ROAD NEAR VILLAGE GURHA B,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-10,2714.95,2714.95,2714.95,1626.47,2024-09,2025-09,2025-09,79.97,ongoing_census,2025-03
N24001619,CORRIDOR EFFICIENCY IMPROVEMENT INCLUDING REMOVAL OF BLACK SPOTS IN LAKHANPUR - SAMBA SECTION OF NH-,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2022-08,200.05,200.05,208.92,125.2,2024-06,2025-06,2025-06,54.42,ongoing_census,2025-03
N24001620,CONSTRUCTION OF TUNNELS/VIADUCTS AT IDENTIFIED SLIDING/SLIP ZONES AT KM 130.550 TO KM.130.750; KM.,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-09,442.14,,442.14,328.36,2023-10,2025-12,2025-12,19.88,ongoing_census,2025-03
N24001621,"4L OF KM.165.092 TO KM.171.855 KM.166.895 TO KM.173.638 (SOUTH BOUND), EXCL.",ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NORTH BOUND) AND FROM (6/2025) (N.A.,2021-07,614.48,,614.48,185.83,2024-08,2025-06,2025-06,7.0,ongoing_census,2025-03
N24001622,4L TWIN TUBE TUNNEL INCLUDING APPROACHES FROM DIGDOL TO KHUNI NALLAH (NORTH BOUND CONNECTING WITH EX,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-07,1401.87,,1401.87,686.33,2024-06,2025-06,2025-06,0.0,ongoing_census,2025-03
N24001623,BANIHAL BYPASS (DELINKED FROM SRINAGAR - BANIHAL) FROM KM. 187.00 TO KM. 189.350,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2020-01,336.01,,336.01,222.92,2024-01,2025-04,2025-04,34.0,ongoing_census,2025-03
N24001624,CONSTRUCTION OF EMERGENCY LANDING FACILITY FROM KM. 246.60 TO KM. 249.70 ON SRINAGAR - BANIHAL SECTI,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,N.A.,2019-07,157.05,,157.05,139.54,2020-10,2023-04,2024-09,100.0,ongoing_census,2025-03
N24001627,4L OF TWIN TUBE TUNNEL CONFIGURATION INCLUDING APPROACHES FROM MAROG TO DIGDOL (FROM KM.154.210 TO K,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2021-07,1912.17,,1912.17,129.05,2025-02,2026-05,2026-05,0.0,ongoing_census,2025-03
N24001833,JAMMU - AKHNOOR SECTION OF NH 144A PKG-3B,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHIDCL,,198.28,,198.28,80.8,2025-03,,2025-08,67.29,ongoing_census,2025-03
N24001897,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 102 TO KM 13,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2021-03,642.24,,642.24,498.8,2024-07,2025-03,2024-03,95.0,ongoing_census,2025-03
N24001898,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 30.000 TO K,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2020-07,272.49,,272.49,180.48,2024-11,,2024-11,87.24,ongoing_census,2025-03
N24001899,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 134.95 TO KM,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2021-02,395.25,,395.25,211.75,2024-07,,2025-03,64.0,ongoing_census,2025-03
N24001900,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2020-03,796.97,,796.97,468.35,2024-08,,2025-03,79.0,ongoing_census,2025-03
N24001901,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 64.535 TO K,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2020-03,152.93,,152.93,103.81,2023-09,,2025-03,78.27,ongoing_census,2025-03
N24001926,CONSTRUCTION OF TWIN TUBE TUNNELS ON JAMMU KASHMIR RING ROAD (NH-244A) BETWEEN DESIGN CH. 50+600 TO,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2023-03,939.86,,939.86,367.18,2025-06,,2025-06,60.25,ongoing_census,2025-03
N24001998,"CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER FROM (DESIGN CH. 14+200 TO 24+400), (DESIGN CH. 35+300 TO",ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2022-06,832.46,,823.46,362.09,2025-08,,2025-08,46.0,ongoing_census,2025-03
N24002059,2L NH-1 FROM KM 8.660 TO KM 33.775 CARRIAGEWAY NH STANDARD AS PART OF S,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,SUMBAL TO WAYUL) TO 4L DUAL (6/2026) (N.A.,,1183.6,,1183.6,168.02,2026-06,2026-06,2026-12,9.87,ongoing_census,2025-03
N24002060,DELHI AMRITSAR KATRA EXPRESSWAY (PHASE-II PKG XVIII) DEVELOPMENT AND UPGRADATION OF FOUR LANE ACCESS,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,N.A.) (N.A.,2023-03,1107.0,,975.38,274.78,2025-11,,2025-11,31.5,ongoing_census,2025-03
N24002061,4/6L ACCESS CONTROL EXPRESSWAY FROM DESIGN CHAINAGE KM 515.000 TO 528.300 (KUNJWANI TO SIDHRA SECTIO,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,NHAI,2022-08,2474.47,,2894.74,921.13,2025-06,,2025-08,32.0,ongoing_census,2025-03
N24002119,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM DESIGN CHAINAGE KM 162.800 TO KM,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2022-10,562.45,,562.45,99.06,2026-01,,2026-01,25.0,ongoing_census,2025-03
N24002179,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER (PATTAN BYPASS) GREENFIELD BYPASS FROM EXISTING CH. KM 24,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2023-03,980.21,,980.21,300.02,2026-07,,2026-07,8.0,ongoing_census,2025-03
N24002180,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 166.100 TO KM,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2021-09,734.64,,734.64,19.6,2026-07,,2026-07,8.0,ongoing_census,2025-03
N24002185,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDERS (BARAMULLA BYPASS) GREENFIELD BYPASS FROM EXISTING CH. K,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,2023-03,992.43,,992.43,338.33,2026-09,,2026-09,0.0,ongoing_census,2025-03
N24002210,WIDENING AND STRENGTHENING OF RAFIABAD-KUPWARA-CHOWKIBAL- TANGDHAR-CHAMKOT (NH-701) ROAD FROM DESIGN,ROAD TRANSPORT AND HIGHWAYS,Jammu And Kashmir,BRO,,1404.94,,1404.94,,2027-05,,2027-05,0.0,ongoing_census,2025-03
N06000087,RAJRAPPA RCE OCP ( 3.0 MTY) (CCL),COAL,Jharkhand,N.A.) (N.A.,2009-12,510.85,,510.85,488.57,,,2027-03,75.0,ongoing_census,2025-03
N06000096,MURAIDIH UG TURN-KEY PROJECT (BCCL),COAL,Jharkhand,N.A.) (N.A.,2011-02,339.88,,339.88,190.48,,,2026-01,70.0,ongoing_census,2025-03
N06000098,MOONIDIH XV SEAM UG (BCCL),COAL,Jharkhand,N.A.) (N.A.,2011-08,1230.27,,1230.27,602.16,,,2026-02,80.3,ongoing_census,2025-03
N06000126,MADHUBAND NLW WASHERY (BCCL),COAL,Jharkhand,N.A.) (N.A.,2010-05,289.45,,302.0,300.01,,,2023-11,100.0,ongoing_census,2025-03
N06000169,CHITRA EAST (RCE) OCP (ECL),COAL,Jharkhand,,2018-08,513.98,,513.98,224.02,,2026-03,2026-03,51.0,ongoing_census,2025-03
N06000186,TETARIAKHAR EXPANSION OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2019-11,243.52,,243.52,44.39,,,2027-03,24.0,ongoing_census,2025-03
N06000193,PACHWARA SOUTH COAL BLOCK,COAL,Jharkhand,NLC,2013-07,2242.92,2242.9,2242.9,540.8,,,2028-09,44.0,ongoing_census,2025-03
N06000194,PATHERDIH 2.5 NLW COAL WASHERY (BCCL),COAL,Jharkhand,N.A.) (N.A.,2015-10,334.27,,334.27,132.74,,,2026-03,44.0,ongoing_census,2025-03
N06000216,REVISED PROJECT REPORT MAGADH EXPANSION OCP,COAL,Jharkhand,CCL,2020-08,7254.37,,7254.37,1493.62,2028-03,,2028-03,29.0,ongoing_census,2025-03
N06000217,EXPANSION PROJECT AMRAPALI OCP,COAL,Jharkhand,CCL,2020-08,5136.15,,5136.15,1054.89,2028-03,,2028-03,40.0,ongoing_census,2025-03
N06000218,UCE OF EPR OF NORTH URIMARI OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,,778.8,,778.8,694.11,,,2026-03,75.0,ongoing_census,2025-03
N06000237,KOTRE BASANTPUR PACHMO OCP (CCL),COAL,Jharkhand,N.A.) (625.40,,625.4,625.4,625.4,441.0,,,2032-03,41.0,ongoing_census,2025-03
N06000238,CHANDRAGUPT OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2020-08,973.5,,973.5,339.32,,,2032-03,12.4,ongoing_census,2025-03
N06000239,SIRKA OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2020-05,222.82,,222.82,139.31,,,2025-03,60.0,ongoing_census,2025-03
N06000240,JHARKHAND LAIYO OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2020-08,764.57,,764.57,145.8,,,2031-03,21.0,ongoing_census,2025-03
N06000241,EPR TAPIN SOUTH OCP,COAL,Jharkhand,N.A.) (N.A.,2020-11,230.41,,230.41,20.29,,,2025-03,18.3,ongoing_census,2025-03
N06000242,EPR PUNDI OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2020-11,713.35,,713.35,236.57,,,2027-03,21.0,ongoing_census,2025-03
N06000243,EPR ROHINI KARKATA OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2021-01,1020.42,,1020.42,83.44,,,2028-03,11.7,ongoing_census,2025-03
N06000245,EXPANSION OF KONAR OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2022-01,799.34,,799.34,405.16,,,2032-03,32.0,ongoing_census,2025-03
N06000246,EXPANSION OF KARO OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2022-01,908.47,,908.47,181.79,,,2026-03,20.0,ongoing_census,2025-03
N06000247,EXPANSION OF ASHOK OCP (CCL),COAL,Jharkhand,N.A.) (N.A.,2021-05,2898.28,,2898.28,175.1,,,2028-03,20.0,ongoing_census,2025-03
N06000273,AMALGAMATED NTST KUJAMA OCP 8.5 MTY,COAL,Jharkhand,BCCL,,4011.85,,4011.85,397.65,2030-03,,2030-03,25.0,ongoing_census,2025-03
N06000275,HURA C OC (ECL),COAL,Jharkhand,N.A.) (N.A.,2022-08,859.41,,859.41,440.2,,,2029-03,62.0,ongoing_census,2025-03
N06000280,CHUPERBHITA- SIMLONG OCP (ECL),COAL,Jharkhand,N.A.,2023-12,979.08,,979.08,,,2037-03,2037-03,0.0,ongoing_census,2025-03
